Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
64,"W Iseminger","Cahokia mounds: America's first city",2010,"","books.google.com","https://books.google.com/books?hl=en&lr=&id=VKYjCgAAQBAJ&oi=fnd&pg=PT5&dq=*forest*+soil*+log*%7C*cut*%7Charvest*%7Ctimber%7Cfire%7Cinsect*%7Cwindthrow+degradation%7Cdisturbance%7Cerosion%7Ccompaction%7C*rut*+%22remote+sensing%22&ots=tsLTOGAZ-X&sig=eKgZyd1eOAYXyAxdb8a4nMmieG0","https://scholar.google.com/scholar?cites=8599637182375815117&as_sdt=2005&sciodt=0,5&hl=en",833,"2025-02-25 15:34:16","BOOK","","","",,,,,64,4.27,64,1,15,"… grasslands and deciduous forests replaced tundra and boreal forest conditions. … remote sensing in the Grand Plaza, just southwest of Mound 56, and may have been the source for soils …","","https://scholar.google.com/scholar?q=related:zWfAXHQMWHcJ:scholar.google.com/&scioq=*forest*+soil*+log*%7C*cut*%7Charvest*%7Ctimber%7Cfire%7Cinsect*%7Cwindthrow+degradation%7Cdisturbance%7Cerosion%7Ccompaction%7C*rut*+%22remote+sensing%22&hl=en&as_sdt=0,5"
26,"GA Christensen, SJ Campbell, JS Fried, DL Azuma","California's forest resources, 2001-2005: five-year forest inventory and analysis report",2008,"","books.google.com","https://books.google.com/books?hl=en&lr=&id=x1QbG0P9EtMC&oi=fnd&pg=PA1&dq=*forest*+soil*+log*%7C*cut*%7Charvest*%7Ctimber%7Cfire%7Cinsect*%7Cwindthrow+degradation%7Cdisturbance%7Cerosion%7Ccompaction%7C*rut*+%22remote+sensing%22&ots=IaV08eVWyI&sig=fn9NDQ_jBj6_wVcvN6GXL8yRau8","https://scholar.google.com/scholar?cites=6721152176035717163&as_sdt=2005&sciodt=0,5&hl=en",281,"2025-02-25 15:34:16","BOOK","","","",,,,,26,1.53,7,4,17,"… of forest status on the ground and aerial photointerpretation or remote sensing procedures … Prior to the widespread logging of old forests (before the mid-1800s), these forests had been …","https://books.google.com/books?hl=en&lr=&id=x1QbG0P9EtMC&oi=fnd&pg=PA1&dq=*forest*+soil*+log*%7C*cut*%7Charvest*%7Ctimber%7Cfire%7Cinsect*%7Cwindthrow+degradation%7Cdisturbance%7Cerosion%7Ccompaction%7C*rut*+%22remote+sensing%22&ots=IaV08eVWyI&sig=fn9NDQ_jBj6_wVcvN6GXL8yRau8","https://scholar.google.com/scholar?q=related:K-DzPUtURl0J:scholar.google.com/&scioq=*forest*+soil*+log*%7C*cut*%7Charvest*%7Ctimber%7Cfire%7Cinsect*%7Cwindthrow+degradation%7Cdisturbance%7Cerosion%7Ccompaction%7C*rut*+%22remote+sensing%22&hl=en&as_sdt=0,5"
0,"J Chaimungkhun Johansson","Can ambient temperature patterns predict fireweed phenology?",2021,"","stud.epsilon.slu.se","https://stud.epsilon.slu.se/16434/","",697,"2025-02-25 15:34:16","","","","",,,,,0,0.00,0,1,4,"… angustifolium is in reclamation of forest soil due to its capacity to germinate and grow on less fertile soil (Pinno et al. 2014). It also has the ability to suppress the growth of undesirable …","https://stud.epsilon.slu.se/16434/1/johansson_chaimungkhun_j_210215.pdf","https://scholar.google.com/scholar?q=related:Sb6x8B8iXNAJ:scholar.google.com/&scioq=*forest*+soil*+log*%7C*cut*%7Charvest*%7Ctimber%7Cfire%7Cinsect*%7Cwindthrow+degradation%7Cdisturbance%7Cerosion%7Ccompaction%7C*rut*+%22remote+sensing%22&hl=en&as_sdt=0,5"
0,"DE Aulerich","CAN FOREST ENGINEERS OPERATE WITHOUT GPS?",,"cofe.org","","https://cofe.org/wp-content/uploads/2013/08/COFE_1999.pdf","",276,"2025-02-25 15:34:16","PDF","","","",,,,,0,0.00,0,1,,"… of the dense canopy, some ground points were not visible, so control points were cut in the … logging company, Forest Starma, consisted of obtaining maps and developing a logging …","https://cofe.org/wp-content/uploads/2013/08/COFE_1999.pdf","https://scholar.google.com/scholar?q=related:eTgACcVIiOAJ:scholar.google.com/&scioq=*forest*+soil*+log*%7C*cut*%7Charvest*%7Ctimber%7Cfire%7Cinsect*%7Cwindthrow+degradation%7Cdisturbance%7Cerosion%7Ccompaction%7C*rut*+%22remote+sensing%22&hl=en&as_sdt=0,5"
17,"DY Guimier","Canadian forestry operations in the next century",1999,"Journal of Forest Engineering","Taylor &Francis","https://www.tandfonline.com/doi/abs/10.1080/08435243.1999.10702720","https://scholar.google.com/scholar?cites=10029354342585616281&as_sdt=2005&sciodt=0,5&hl=en",330,"2025-02-25 15:34:16","","10.1080/08435243.1999.10702720","","",,,,,17,0.65,17,1,26,"… In this context, better survey data and remote sensing will … of a camera system for measuring logs handled by delimbers or … of forest soils (ie, the interaction between wheels and the soil), …","https://www.tandfonline.com/doi/pdf/10.1080/08435243.1999.10702720","https://scholar.google.com/scholar?q=related:mUdWBKNsL4sJ:scholar.google.com/&scioq=*forest*+soil*+log*%7C*cut*%7Charvest*%7Ctimber%7Cfire%7Cinsect*%7Cwindthrow+degradation%7Cdisturbance%7Cerosion%7Ccompaction%7C*rut*+%22remote+sensing%22&hl=en&as_sdt=0,5"
0,"LS Vors","Caribou in Canada: Ecology and Policy",2013,"","search.proquest.com","https://search.proquest.com/openview/b359b6e5c017526765a48f9090ab1fa0/1.pdf?pq-origsite=gscholar&cbl=18750","",865,"2025-02-25 15:34:16","BOOK","","","",,,,,0,0.00,0,1,12,"… mixed or hardwood stands within the boreal forest, the wolf-caribou-… the boreal forest and, as the frontier of the boreal forest shifts … release N into Arctic soils, increasing both soil N and N…","https://era.library.ualberta.ca/items/d9d31057-f130-44c0-b559-a5c00f704f2a/download/bb48f93f-3693-4d5b-ad72-0789c86fd87e","https://scholar.google.com/scholar?q=related:qN8btO_Qzc4J:scholar.google.com/&scioq=*forest*+soil*+log*%7C*cut*%7Charvest*%7Ctimber%7Cfire%7Cinsect*%7Cwindthrow+degradation%7Cdisturbance%7Cerosion%7Ccompaction%7C*rut*+%22remote+sensing%22&hl=en&as_sdt=0,5"
0,"WDR District, KRR District","Castle Fire Ecological Restoration",2023,"","healthyforests.org","https://healthyforests.org/wp-content/uploads/2024/03/Final_EA_CastleFireEcoRestoration_12_2023.pdf","",539,"2025-02-25 15:34:16","PDF","","","",,,,,0,0.00,0,2,2,"… tons/acre of down logs for wildlife habitat and soil cover. Green trees will only be cut if they are a … logs for wildlife as described in the Forest Plan as amended by the 2004 Sierra Nevada …","https://healthyforests.org/wp-content/uploads/2024/03/Final_EA_CastleFireEcoRestoration_12_2023.pdf","https://scholar.google.com/scholar?q=related:oVsRPN4mefkJ:scholar.google.com/&scioq=*forest*+soil*+log*%7C*cut*%7Charvest*%7Ctimber%7Cfire%7Cinsect*%7Cwindthrow+degradation%7Cdisturbance%7Cerosion%7Ccompaction%7C*rut*+%22remote+sensing%22&hl=en&as_sdt=0,5"
0,"A Weiskittel","Center for Research on Sustainable Forests 2020 Annual Report",2021,"","digitalcommons.library.umaine.edu","https://digitalcommons.library.umaine.edu/univ_publications/1763/","",370,"2025-02-25 15:34:16","","","","",,,,,0,0.00,0,1,4,"… simulated and remote sensing derived changes of forest condition… summer logging is expected to occur in areas traditionally cut in … We will identify forest management practices and soil …","https://digitalcommons.library.umaine.edu/cgi/viewcontent.cgi?article=2762&context=univ_publications","https://scholar.google.com/scholar?q=related:ONPuqfD3-HgJ:scholar.google.com/&scioq=*forest*+soil*+log*%7C*cut*%7Charvest*%7Ctimber%7Cfire%7Cinsect*%7Cwindthrow+degradation%7Cdisturbance%7Cerosion%7Ccompaction%7C*rut*+%22remote+sensing%22&hl=en&as_sdt=0,5"
0,"A Sinclair","Changes and impacts to aboriginal uses on the landscape: forest change and the Lake Babine Nation, northern British Columbia",1997,"","unbc.arcabc.ca","https://unbc.arcabc.ca/islandora/object/unbc%3A17030?solr_nav%5Bid%5D=486ae2950cecd2639eae&solr_nav%5Bpage%5D=0&solr_nav%5Boffset%5D=0","",462,"2025-02-25 15:34:16","","","","",,,,,0,0.00,0,1,28,"… channels and the rate of logging within the territory. This … very small scale like the burrowing of rodents in forest soils. … Associated technologies include remote sensing techniques …","https://unbc.arcabc.ca/islandora/object/unbc%3A17030/datastream/PDF/view","https://scholar.google.com/scholar?q=related:lYCIyyfelhMJ:scholar.google.com/&scioq=*forest*+soil*+log*%7C*cut*%7Charvest*%7Ctimber%7Cfire%7Cinsect*%7Cwindthrow+degradation%7Cdisturbance%7Cerosion%7Ccompaction%7C*rut*+%22remote+sensing%22&hl=en&as_sdt=0,5"
35,"J Kopáček, R Bače, J Hejzlar, J Kaňa, T Kučera…","Changes in microclimate and hydrology in an unmanaged mountain forest catchment after insect-induced tree dieback",2020,"Science of the Total …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0048969720310299","https://scholar.google.com/scholar?cites=15881707916866126404&as_sdt=2005&sciodt=0,5&hl=en",116,"2025-02-25 15:34:16","","","","",,,,,35,7.00,6,6,5,"… PL plots than in the healthy forest; (3) water input to soils increased by 20% but decreased … clear-cuts. Moreover, until recently, disturbed forests have always been salvage-logged in the …","https://www.infodatasys.cz/public/SciTotEnvir_720_137518.pdf","https://scholar.google.com/scholar?q=related:RIJQmzQpZ9wJ:scholar.google.com/&scioq=*forest*+soil*+log*%7C*cut*%7Charvest*%7Ctimber%7Cfire%7Cinsect*%7Cwindthrow+degradation%7Cdisturbance%7Cerosion%7Ccompaction%7C*rut*+%22remote+sensing%22&hl=en&as_sdt=0,5"
2,"I Barbu, M Curcă, V Ichim, C Barbu","Changes in the forest cover of Bukowina between 1775 and 2012.",2015,"","cabidigitallibrary.org","https://www.cabidigitallibrary.org/doi/full/10.5555/20163314616","https://scholar.google.com/scholar?cites=5348127047461066222&as_sdt=2005&sciodt=0,5&hl=en",497,"2025-02-25 15:34:16","","10.5555/20163314616","","",,,,,2,0.20,1,4,10,"… , frequent land-slides and soil erosion processes occurred after the clear cutting of the … conditions (relief, soil, climate, vegetation) on the ground of Forest Management Plans. After the …","","https://scholar.google.com/scholar?q=related:7lWTzTZdOEoJ:scholar.google.com/&scioq=*forest*+soil*+log*%7C*cut*%7Charvest*%7Ctimber%7Cfire%7Cinsect*%7Cwindthrow+degradation%7Cdisturbance%7Cerosion%7Ccompaction%7C*rut*+%22remote+sensing%22&hl=en&as_sdt=0,5"
5,"Q Li, S Song, J Wang, A Xu, X Li, B Li","Characterization of residual moisture distribution in cold-recycled mixtures with foamed asphalt using hyperspectral technology",2022,"Journal of Materials in Civil …","ascelibrary.org","https://ascelibrary.org/doi/abs/10.1061/(ASCE)MT.1943-5533.0004447","https://scholar.google.com/scholar?cites=3204942294993289175&as_sdt=2005&sciodt=0,5&hl=en",653,"2025-02-25 15:34:16","","10.1061/(ASCE)MT.1943-5533.0004447","","",,,,,5,1.67,1,6,3,"… under usual conditions, such as soil. Spectral data processing methods … The remote sensing image processing platform (… enhanced using inverse, logarithmic, logarithmic of the inverse, …","","https://scholar.google.com/scholar?q=related:1z-zagk-eiwJ:scholar.google.com/&scioq=*forest*+soil*+log*%7C*cut*%7Charvest*%7Ctimber%7Cfire%7Cinsect*%7Cwindthrow+degradation%7Cdisturbance%7Cerosion%7Ccompaction%7C*rut*+%22remote+sensing%22&hl=en&as_sdt=0,5"
3,"C Brooks, T Colling, MJ Kueber, C Roussi, A Endsley","Characterization of Unpaved Road Condition Through the Use of Remote Sensing",2011,"","mtu.edu","https://www.mtu.edu/mtri/research/project-areas/transportation/infrastructure/unpaved-roads/2a-state-practice.pdf","https://scholar.google.com/scholar?cites=15338358790979801878&as_sdt=2005&sciodt=0,5&hl=en",66,"2025-02-25 15:34:16","PDF","","","",,,,,3,0.21,1,5,14,"… For example, a forest access road that is “cut in” to the … These include laser profilometer, ground penetrating radar (… Ruts, also referred to as rutting, are longitudinal depressions …","https://www.mtu.edu/mtri/research/project-areas/transportation/infrastructure/unpaved-roads/2a-state-practice.pdf","https://scholar.google.com/scholar?q=related:FlPX5Q3M3NQJ:scholar.google.com/&scioq=*forest*+soil*+log*%7C*cut*%7Charvest*%7Ctimber%7Cfire%7Cinsect*%7Cwindthrow+degradation%7Cdisturbance%7Cerosion%7Ccompaction%7C*rut*+%22remote+sensing%22&hl=en&as_sdt=0,5"
6,"L Melander, R Ritala, M Strandström","Classifying soil stoniness based on the excavator boom vibration data in mounding operations",2019,"Silva Fennica","researchportal.tuni.fi","https://researchportal.tuni.fi/en/publications/classifying-soil-stoniness-based-on-the-excavator-boom-vibration-","https://scholar.google.com/scholar?cites=10108733799796551228&as_sdt=2005&sciodt=0,5&hl=en",303,"2025-02-25 15:34:16","","","","",,,,,6,1.00,2,3,6,"… index of forest soil describes the stone content in the upper soil layer … The logging residues from the clear-cutting had been … Wheel rut measurements by forest machine-mounted LiDAR …","https://researchportal.tuni.fi/files/19415462/article10068.pdf","https://scholar.google.com/scholar?q=related:PK7bIdVvSYwJ:scholar.google.com/&scioq=*forest*+soil*+log*%7C*cut*%7Charvest*%7Ctimber%7Cfire%7Cinsect*%7Cwindthrow+degradation%7Cdisturbance%7Cerosion%7Ccompaction%7C*rut*+%22remote+sensing%22&hl=en&as_sdt=0,5"
21,"JS Blumröder, MT Hoffmann, O Ilina, S Winter…","Clearcuts and related secondary dieback undermine the ecological effectiveness of FSC certification in a boreal forest",2020,"Ecological …","Springer","https://link.springer.com/article/10.1186/s13717-020-0214-4","https://scholar.google.com/scholar?cites=12095089470671094460&as_sdt=2005&sciodt=0,5&hl=en",153,"2025-02-25 15:34:16","HTML","10.1186/s13717-020-0214-4","","",,,,,21,4.20,4,5,5,"… forest remnants including seed trees on logged areas, and to maintain larger tracts of undisturbed ground and soil compared to clearcuts that were logged … that were cut during valid FSC…","https://link.springer.com/article/10.1186/s13717-020-0214-4","https://scholar.google.com/scholar?q=related:vALrgcpj2qcJ:scholar.google.com/&scioq=*forest*+soil*+log*%7C*cut*%7Charvest*%7Ctimber%7Cfire%7Cinsect*%7Cwindthrow+degradation%7Cdisturbance%7Cerosion%7Ccompaction%7C*rut*+%22remote+sensing%22&hl=en&as_sdt=0,5"
0,"BDO ALESKEROV, SSO VELIYEV…","CLIMATE AND CHANGE OF THE CASPIAN SEA LEVEL DURING THE LATE 10,000 YEARS",2010,"… OF THE CLIMATE …","researchgate.net","https://www.researchgate.net/profile/Tamara-Yanina/publication/288838133_THE_CASPIAN_REGION_ENVIRONMENTAL_CONSEQUENCES_OF_THE_CLIMATE_CHANGE_PROCEEDINGS_OF_THE_INTERNATIONAL_CONFERENCE/links/5686912408ae1e63f1f58dca/THE-CASPIAN-REGION-ENVIRONMENTAL-CONSEQUENCES-OF-THE-CLIMATE-CHANGE-PROCEEDINGS-OF-THE-INTERNATIONAL-CONFERENCE.pdf#page=64","",984,"2025-02-25 15:34:16","PDF","","","",,,,,0,0.00,0,3,15,"… of forests. 6. Late 2.5 thousand years ago (The Subatlantic period). … sandy hydromorphic soils, and meadow solonchakous soils are … Khalilov HA 1986, Problems of remote sensing of …","https://www.researchgate.net/profile/Tamara-Yanina/publication/288838133_THE_CASPIAN_REGION_ENVIRONMENTAL_CONSEQUENCES_OF_THE_CLIMATE_CHANGE_PROCEEDINGS_OF_THE_INTERNATIONAL_CONFERENCE/links/5686912408ae1e63f1f58dca/THE-CASPIAN-REGION-ENVIRONMENTAL-CONSEQUENCES-OF-THE-CLIMATE-CHANGE-PROCEEDINGS-OF-THE-INTERNATIONAL-CONFERENCE.pdf#page=64","https://scholar.google.com/scholar?q=related:_G4Pgd5-7zIJ:scholar.google.com/&scioq=*forest*+soil*+log*%7C*cut*%7Charvest*%7Ctimber%7Cfire%7Cinsect*%7Cwindthrow+degradation%7Cdisturbance%7Cerosion%7Ccompaction%7C*rut*+%22remote+sensing%22&hl=en&as_sdt=0,5"
0,"TS Guide","CLIMATE CHANGE &ENERGY",,"awsassets.wwfindia.org","","http://awsassets.wwfindia.org/downloads/teacher_s_guide_on_climate_change___energy.pdf","",846,"2025-02-25 15:34:16","PDF","","","",,,,,0,0.00,0,1,,"… However, by depleting almost 70% of the earth's forest cover for … of rising temperatures and decreasing soil moisture. … logged forests, further fragmenting the orangutan's living space. …","http://awsassets.wwfindia.org/downloads/teacher_s_guide_on_climate_change___energy.pdf","https://scholar.google.com/scholar?q=related:4VzlY1oeD-kJ:scholar.google.com/&scioq=*forest*+soil*+log*%7C*cut*%7Charvest*%7Ctimber%7Cfire%7Cinsect*%7Cwindthrow+degradation%7Cdisturbance%7Cerosion%7Ccompaction%7C*rut*+%22remote+sensing%22&hl=en&as_sdt=0,5"
3,"GR Keller, LJ Boak, MJ Furniss","Climate change and infrastructure in the Sierra Nevada",2021,"… of Agriculture, Forest Service …","research.fs.usda.gov","https://research.fs.usda.gov/treesearch/63218","https://scholar.google.com/scholar?cites=6919470566355042239&as_sdt=2005&sciodt=0,5&hl=en",419,"2025-02-25 15:34:16","","","","",,,,,3,0.75,1,3,4,"… includes good logging practices (eg, reducedimpact logging)… in-place soil moisture with instruments and remote sensing. … parts in the form of live cut branches or rooted plants or both. …","https://research.fs.usda.gov/treesearch/download/63218.pdf","https://scholar.google.com/scholar?q=related:v_9ctdHlBmAJ:scholar.google.com/&scioq=*forest*+soil*+log*%7C*cut*%7Charvest*%7Ctimber%7Cfire%7Cinsect*%7Cwindthrow+degradation%7Cdisturbance%7Cerosion%7Ccompaction%7C*rut*+%22remote+sensing%22&hl=en&as_sdt=0,5"
5,"MN Islam, A van Amstel, MM Islam, M Shahin…","Climate change impacts and mitigation approach: coastal landscape, transport, and health aspects",2021,"Bangladesh II: climate …","Springer","https://link.springer.com/chapter/10.1007/978-3-030-71950-0_2","https://scholar.google.com/scholar?cites=8112564931738104063&as_sdt=2005&sciodt=0,5&hl=en",660,"2025-02-25 15:34:16","","10.1007/978-3-030-71950-0_2","","",,,,,5,1.25,1,5,4,"… (Table 2.1) using remote sensing and GIS technology. Field … /low tidal force eroding the forest area eroding an average of … : in this system, logs of wood are cut to required lengths and …","","https://scholar.google.com/scholar?q=related:_3CKvdKelXAJ:scholar.google.com/&scioq=*forest*+soil*+log*%7C*cut*%7Charvest*%7Ctimber%7Cfire%7Cinsect*%7Cwindthrow+degradation%7Cdisturbance%7Cerosion%7Ccompaction%7C*rut*+%22remote+sensing%22&hl=en&as_sdt=0,5"
3,"P Nojarov, P Stefanov, D Stefanova, G Jelev","Climate Change, Anthropogenic Pressure, and Sustainable Development of Karst Geosystems (A Case Study of the Brestnitsa Karst Geosystem in Northern …",2024,"Sustainability","mdpi.com","https://www.mdpi.com/2071-1050/16/15/6657","https://scholar.google.com/scholar?cites=17779104200845754677&as_sdt=2005&sciodt=0,5&hl=en",169,"2025-02-25 15:34:16","HTML","","","",,,,,3,3.00,1,4,1,"… was conducted using a complex of remote sensing methods, geographic information systems… factor that affects karst soils is forestry activities, especially logging. Clear-cutting should be …","https://www.mdpi.com/2071-1050/16/15/6657","https://scholar.google.com/scholar?q=related:NQERrBIRvPYJ:scholar.google.com/&scioq=*forest*+soil*+log*%7C*cut*%7Charvest*%7Ctimber%7Cfire%7Cinsect*%7Cwindthrow+degradation%7Cdisturbance%7Cerosion%7Ccompaction%7C*rut*+%22remote+sensing%22&hl=en&as_sdt=0,5"
18,"L Cooper, D MacFarlane","Climate-Smart Forestry: Promise and risks for forests, society, and climate",2023,"PLOS Climate","journals.plos.org","https://journals.plos.org/climate/article?id=10.1371/journal.pclm.0000212","https://scholar.google.com/scholar?cites=9424016624174690806&as_sdt=2005&sciodt=0,5&hl=en",304,"2025-02-25 15:34:16","HTML","","","",,,,,18,9.00,9,2,2,"… can cause deep soil ruts and loss of stored soil carbon, and … Forest soil carbon and root biomass are much more difficult … link other methods (eg, remote sensing and tracking of fluxes …","https://journals.plos.org/climate/article?id=10.1371/journal.pclm.0000212","https://scholar.google.com/scholar?q=related:9vFOaTDVyIIJ:scholar.google.com/&scioq=*forest*+soil*+log*%7C*cut*%7Charvest*%7Ctimber%7Cfire%7Cinsect*%7Cwindthrow+degradation%7Cdisturbance%7Cerosion%7Ccompaction%7C*rut*+%22remote+sensing%22&hl=en&as_sdt=0,5"
7,"M Schmidt, SJ Davidson, M Strack","CO2 uptake decreased and CH4 emissions increased in first two years of peatland seismic line restoration",2022,"Wetlands Ecology and Management","Springer","https://link.springer.com/article/10.1007/s11273-022-09858-4","https://scholar.google.com/scholar?cites=16644734466803721090&as_sdt=2005&sciodt=0,5&hl=en",699,"2025-02-25 15:34:16","HTML","10.1007/s11273-022-09858-4","","",,,,,7,2.33,2,3,3,"… CH 4 data was log transformed to improve normality of the residuals and a value of 1.6 … table or soil temperature as fixed effects along with treatment and interaction of water table or soil …","https://link.springer.com/article/10.1007/s11273-022-09858-4","https://scholar.google.com/scholar?q=related:gmOJWs_5_eYJ:scholar.google.com/&scioq=*forest*+soil*+log*%7C*cut*%7Charvest*%7Ctimber%7Cfire%7Cinsect*%7Cwindthrow+degradation%7Cdisturbance%7Cerosion%7Ccompaction%7C*rut*+%22remote+sensing%22&hl=en&as_sdt=0,5"
10,"RV Burne, T Graham","Coastal environment geoscience of Cape York Peninsula",1995,"","capeyorknrm.com.au","https://capeyorknrm.com.au/sites/default/files/2018-09/CY014%20-%20Cyplus-10%20-%20Coastal%20Environment%20Geoscience%20of%20CYP.pdf","https://scholar.google.com/scholar?cites=9402317975943710642&as_sdt=2005&sciodt=0,5&hl=en",959,"2025-02-25 15:34:16","BOOK","","","",,,,,10,0.33,5,2,30,"… data obtained from satellite remote sensing. Field surveys of … at the back of beaches cutting into mature vegetated coastal … desirable soils for commercial forestry, however, forest …","https://capeyorknrm.com.au/sites/default/files/2018-09/CY014%20-%20Cyplus-10%20-%20Coastal%20Environment%20Geoscience%20of%20CYP.pdf","https://scholar.google.com/scholar?q=related:sgdlLWK-e4IJ:scholar.google.com/&scioq=*forest*+soil*+log*%7C*cut*%7Charvest*%7Ctimber%7Cfire%7Cinsect*%7Cwindthrow+degradation%7Cdisturbance%7Cerosion%7Ccompaction%7C*rut*+%22remote+sensing%22&hl=en&as_sdt=0,5"
0,"A Broman, F Nordblad, M Johansson, M Becher","Coastal watercourses-Methodological",,"researchgate.net","","https://www.researchgate.net/profile/Andreas-Broman/publication/358285251_Coastal_watercourses_-_Methodological_Development_and_Restoration/links/61fb9dd4aad5781d41c996c0/Coastal-watercourses-Methodological-Development-and-Restoration.pdf","",939,"2025-02-25 15:34:16","PDF","","","",,,,,0,0.00,0,4,,"… ground for whitefish and probably burbot as well; this resulted in a higher number of logged … In the early 1900s agriculture and forestry in the area were prosperous and the dam was …","https://www.researchgate.net/profile/Andreas-Broman/publication/358285251_Coastal_watercourses_-_Methodological_Development_and_Restoration/links/61fb9dd4aad5781d41c996c0/Coastal-watercourses-Methodological-Development-and-Restoration.pdf","https://scholar.google.com/scholar?q=related:dkjGigUpy8sJ:scholar.google.com/&scioq=*forest*+soil*+log*%7C*cut*%7Charvest*%7Ctimber%7Cfire%7Cinsect*%7Cwindthrow+degradation%7Cdisturbance%7Cerosion%7Ccompaction%7C*rut*+%22remote+sensing%22&hl=en&as_sdt=0,5"
0,"L Schmidt","Colorado water, May/June 2009",,"mountainscholar.org","","https://mountainscholar.org/bitstreams/636f8710-ae1b-4690-8c65-edaad63eadce/download","",895,"2025-02-25 15:34:16","PDF","","","",,,,,0,0.00,0,1,,"… soil moisture sensors with logger displays to offer growers the opportunity to see how their ET reports relate to actual soil … indicate dates on which ET is estimated from remote sensing. …","https://mountainscholar.org/bitstreams/636f8710-ae1b-4690-8c65-edaad63eadce/download","https://scholar.google.com/scholar?q=related:HkTUNtD30eEJ:scholar.google.com/&scioq=*forest*+soil*+log*%7C*cut*%7Charvest*%7Ctimber%7Cfire%7Cinsect*%7Cwindthrow+degradation%7Cdisturbance%7Cerosion%7Ccompaction%7C*rut*+%22remote+sensing%22&hl=en&as_sdt=0,5"
2,"SE Alexander, TN Anderson, FGR Watson, S Plumb…","Communicating Ecological Knowledge to Students and the Public",2008,"Terrestrial Ecology","Elsevier","https://www.sciencedirect.com/science/article/pii/S1936796108002297","https://scholar.google.com/scholar?cites=10237859621875439060&as_sdt=2005&sciodt=0,5&hl=en",834,"2025-02-25 15:34:16","","","","",,,,,2,0.12,0,5,17,"… field data, computer modeling data, and remote sensing data, we can begin to … “cut‐off” values (eg, the value above which we will consider elevation to be “high” for bison). For each cut‐…","","https://scholar.google.com/scholar?q=related:1FUzZhUvFI4J:scholar.google.com/&scioq=*forest*+soil*+log*%7C*cut*%7Charvest*%7Ctimber%7Cfire%7Cinsect*%7Cwindthrow+degradation%7Cdisturbance%7Cerosion%7Ccompaction%7C*rut*+%22remote+sensing%22&hl=en&as_sdt=0,5"
0,"RL Moser","Compaction and Case Studies: Applied Silviculture",2021,"","search.proquest.com","https://search.proquest.com/openview/424abfa216d1ef0d4af1bd16bda48240/1?pq-origsite=gscholar&cbl=18750&diss=y","",376,"2025-02-25 15:34:16","","","","",,,,,0,0.00,0,1,4,"… Great Lakes forests of the United States and Canada … the boreal forest, the western edge of the eastern deciduous forest, and … rate of soil specific volume following forest soil compaction. …","https://conservancy.umn.edu/bitstream/11299/224458/1/Moser_umn_0130M_22240.pdf","https://scholar.google.com/scholar?q=related:HRylfZ205a8J:scholar.google.com/&scioq=*forest*+soil*+log*%7C*cut*%7Charvest*%7Ctimber%7Cfire%7Cinsect*%7Cwindthrow+degradation%7Cdisturbance%7Cerosion%7Ccompaction%7C*rut*+%22remote+sensing%22&hl=en&as_sdt=0,5"
0,"AV Makarov, MV Kurkov, AA Barymova","Comparative analysis of the results of mapping the White Sea littoral zone based on the material obtained by Earth observation and aerial survey with the …",,"geoscan.ru","","https://www.geoscan.ru/en/blog/comparative-analysis-of-the-results-of-mapping-the-white-sea-littoral-zone-based-on-the-material-obtained-by-earth-observation-and-aerial-survey-with-the-geoscan-401-uav","",296,"2025-02-25 15:34:16","HTML","","","",,,,,0,0.00,0,3,,"… of comprehensive research is remote sensing data. Among … it possible to analyze the state of forests, agricultural lands, and … Moreover, this product allows you to later view log files and …","https://www.geoscan.ru/en/blog/comparative-analysis-of-the-results-of-mapping-the-white-sea-littoral-zone-based-on-the-material-obtained-by-earth-observation-and-aerial-survey-with-the-geoscan-401-uav","https://scholar.google.com/scholar?q=related:EUnOoo59u_QJ:scholar.google.com/&scioq=*forest*+soil*+log*%7C*cut*%7Charvest*%7Ctimber%7Cfire%7Cinsect*%7Cwindthrow+degradation%7Cdisturbance%7Cerosion%7Ccompaction%7C*rut*+%22remote+sensing%22&hl=en&as_sdt=0,5"
13,"E Nordén","Comparison between three landscape analysis tools to aid conservation efforts",2016,"Student thesis series INES","lup.lub.lu.se","https://lup.lub.lu.se/student-papers/search/publication/8893499","https://scholar.google.com/scholar?cites=13078935952338144897&as_sdt=2005&sciodt=0,5&hl=en",685,"2025-02-25 15:34:16","","","","",,,,,13,1.44,13,1,9,"Habitat loss is a major threat to biodiversity, and often causes decreased connectivity between habitats. Geographical Information System (GIS) tools for spatially analysing landscape …","https://lup.lub.lu.se/luur/download?func=downloadFile&recordOId=8893499&fileOId=8893500","https://scholar.google.com/scholar?q=related:gU4zF_S2gbUJ:scholar.google.com/&scioq=*forest*+soil*+log*%7C*cut*%7Charvest*%7Ctimber%7Cfire%7Cinsect*%7Cwindthrow+degradation%7Cdisturbance%7Cerosion%7Ccompaction%7C*rut*+%22remote+sensing%22&hl=en&as_sdt=0,5"
