DOI,PMID,arXiv ID,Title,Abstract,Authors,Journal,Year
10.3832/ifor1141-007,,,Influence of slope on physical soil disturbance due to farm tractor forwarding in a Hyrcanian forest of northern Iran,"Abstract: Tractor-based systems are the most common type of small-scale timber harvesting equipment in the Hyrcanian forest, where farm tractors equipped with a 2-wheel trailer typically perform forwarding operations for pulpwood and fuelwood. The objective of this study was to evaluate the effects of different frequencies of machine passes on soil bulk density (BD), penetration resistance (PR) and total porosity (TP) in different slope gradient and forwarding direction (i.e., uphill vs. downhill). The study, performed on a brown soil with a silt loam to loamy texture, was designed as a factorial experiment with three slope gradient/forwarding direction classes (0-10% downhill forwarding slope, 10-20% downhill forwarding slope and 0-10% uphill forwarding slope) and four traffic intensity classes (0 [undisturbed control area], 1-4, 5-10 and >10 machine passes). Responses were assessed at four soil profile depth classes (5, 10, 15 and 20 cm). BD and PR significantly increased and TP significantly decreased with increasing machine traffic, with magnitudes of change that were not consistently greater in the upper 5 cm compared to the 20 cm soil profile depth class. Whereas the majority of changes in BD and TP occurred after fewer than 5 passes, large increases in PR occurred even after 10 passes. Changes of BD, PR and TP in response to machine traffic differed significantly among slope gradient/forwarding direction classes. Increases in BD and PR and decreases in TP were largest on the 0-10% uphill forwarding slope, followed by the 10-20% downhill and 0-10% downhill forwarding slope. We conclude that the application of farm tractors in forwarding operations should be limited to gentle slopes and uphill forwarding with these machines should be avoided.","Meghdad Jourgholami,Meghdad Jourgholami,Shoukuh Soltanpour,S H Soltanpour,Maryam Etehadi Abari,M. Etehadi Abari,M. Etehadi Abari,Eric K. Zenner,Eric K. Zenner",Iforest - Biogeosciences and Forestry,2014
10.1890/es11-00271.1,,,"Both topography and climate affected forest and woodland burn severity in two regions of the western US, 1984 to 2006","Fire is a keystone process in many ecosystems of western North America. Severe fires kill and consume large amounts of above- and belowground biomass and affect soils, resulting in long-lasting consequences for vegetation, aquatic ecosystem productivity and diversity, and other ecosystem properties. We analyzed the occurrence of, and trends in, satellite-derived burn severity across six ecoregions in the Southwest and Northwest regions of the United States from 1984 to 2006 using data from the Monitoring Trends in Burn Severity project. Using 1,024 fires from the Northwest (4,311,871 ha) and 497 fires from the Southwest (1,434,670 ha), we examined the relative influence of fine-scale topography and coarse-scale weather and climate on burn severity (the degree of change from before the fire to one year after) using the Random Forest machine learning algorithm. Together, topography, climate, and weather explained severe fire occurrence with classification accuracies ranging from 68% to 84%. Topographic variables were relatively more important predictors of severe fire occurrence than either climate or weather variables. Predictability of severe fire was consistently lower during years with widespread fires, suggesting that local control exerted by topography may be overwhelmed by regional climatic controls when fires burn in dry conditions. Annually, area burned severely was strongly correlated with area burned in all ecoregions (Pearson's correlation 0.86–0.97; p < 0.001), while the proportion of area burned severely was significantly correlated with area burned only in two ecoregions (p ≤ 0.037). During our short time series, only ecoregions in the Southwest showed evidence of a significant increase (p ≤ 0.036) in annual area burned and area burned severely, and annual proportion burned severely increased in just one of the three Southwest ecoregions. We suggest that predictive mapping of the potential for severe fire is possible, and will be improved with climate data at the scale of the topographic and Landsat-derived burn severity data. Although severity is a value-laden term implying negative ecosystem effects, we stress that severity can be objectively measured and recognize that high severity fire is an important ecological process within the historical range of variability in some ecosystems.","Gregory K. Dillon,Gregory K. Dillon,Zachary A. Holden,Zachary A. Holden,Penelope Morgan,Penelope Morgan,Michael A. Crimmins,Michael A. Crimmins,Emily K. Heyerdahl,Emily K. Heyerdahl,Charles H. Luce,Charles H. Luce,Charles H. Luce",Ecosphere,2011
10.1016/j.foreco.2014.03.044,,,Forest harvest effects on mercury in streams and biota in Norwegian boreal catchments,"Abstract   Forest harvesting practices can potentially increase mercury run-off from catchments. A paired catchment experiment was conducted in a boreal forest in southern Norway, to test effects of forest harvest operations on (i) concentrations and fluxes of methylmercury (MeHg), total mercury (HgT), nutrients and dissolved organic matter (TOC), and on (ii) MeHg bioaccumulation in stream foodwebs.  Thirty percent of a catchment was harvested in winter time with snow cover but no soil frost, resulting in wheel tracks and soil compaction. Pre-harvest differences included higher streamwater MeHg, HgT and TOC, and lower pH in the treated catchment compared to the reference.  No significant treatment effects on concentrations of MeHg, HgT and TOC were detected, whereas concentrations of nutrients (ammonium, nitrate, phosphorus (P)) increased significantly. Estimated catchment export of nitrate and ammonium increased fourfold, as a combined effect of changed discharge and concentrations. Export of MeHg and HgT increased weakly, primarily because of an increase in discharge.  Levels of MeHg in stream invertebrates mirrored differences in aquatic MeHg between the two streams, resulting in higher MeHg in biota in the harvest catchment in pre-harvest conditions. After harvest, MeHg levels in primary consumers (herbivorous stoneflies) were no longer different between the two streams, despite continued exposure to higher aqueous MeHg in the harvested catchment. Simultaneously, dietary biomarkers (δ15N signature, lipid- and algal fatty acid content) in the stoneflies had changed significantly, consistent with higher nutrient loadings and associated higher diet availability in the harvested stream.  The results of our experiment do not support that forest management has a strong impact on catchment MeHg production. Catchment disturbance through forest harvesting may decrease MeHg in aquatic biota, because of higher stream productivity and associated higher quality of dietary sources, at least in the short-term. Other studies on catchment MeHg production to disturbance have shown a range in responses, from strong to none. So far, no factor has emerged to explain such range in responses. Predictions of forest management effects on MeHg in streamwater and aquatic food webs are hampered by limited understanding of catchment controls on MeHg production.","Heleen A. de Wit,Heleen A. de Wit,Aksel Granhus,Aksel Granhus,Aksel Granhus,Markus Lindholm,Markus Lindholm,Martin J. Kainz,Martin J. Kainz,Martin J. Kainz,Yan Lin,Yan Lin,Yan Lin,Hans Fredrik Veiteberg Braaten,Hans Fredrik Veiteberg Braaten,Joanna R. Blaszczak,Joanna R. Blaszczak",Forest Ecology and Management,2014
10.3390/rs70101095,,,Assessing Handheld Mobile Laser Scanners for Forest Surveys,"A handheld mobile laser scanning (HMLS) approach to forest inventory surveying allows virtual reconstructions of forest stands and extraction of key structural parameters from beneath the canopy, significantly reducing survey time when compared against static laser scan and fieldwork methods. A proof of concept test application demonstrated the ability of this technique to successfully extract diameter at breast height (DBH) and stem position compared against a concurrent terrestrial laser scan (TLS) survey. When stems with DBH > 10 cm are examined, an HMLS to TLS modelling success rate of 91% was achieved with the root mean square error (RMSE) of the DBH and stem position being 1.5 cm and 2.1 cm respectively. The HMLS approach gave a survey coverage time per surveyor of 50 m2/min compared with 0.85 m2/min for the TLS instrument and 0.43 m2/min for the field study. This powerful tool has potential applications in forest surveying by providing much larger data sets at reduced operational costs to current survey methods. HMLS provides an efficient, cost effective, versatile forest surveying technique, which can be conducted as easily as walking through a plot, allowing much more detailed, spatially extensive survey data to be collected.","Joseph Ryding,Joseph Ryding,Emily Williams,Emily Williams,Martin J. Smith,Martin J. Smith,Markus P. Eichhorn,Markus P. Eichhorn",Remote Sensing,2015
10.1016/j.rse.2013.07.041,,,Assessing fire effects on forest spatial structure using a fusion of Landsat and airborne LiDAR data in Yosemite National Park,,"Van R. Kane,Van R. Kane,Malcolm P. North,Malcolm P. North,James A. Lutz,James A. Lutz,Derek J. Churchill,Derek J. Churchill,Susan L. Roberts,Susan L. Roberts,Douglas Smith,Douglas F. Smith,Robert J. McGaughey,Robert J. McGaughey,Jonathan T. Kane,Jonathan T. Kane,Matthew L. Brooks,Matthew L. Brooks",Remote Sensing of Environment,2014
10.1080/014311698214587,,,Assessing wildfire effects with Landsat thematic mapper data,"We evaluated Landsat Thematic Mapper (TM) imagery to map forest survival after a wildfire using single-date and multi-date TM imagery. In addition, landscape patterns were measured to describe the wildfire effects on successional stage patterns, and their impacts on wildlife habitat. The study site was the 1991 Warner Creek Burn, covering 3669 ha, on the Willamette National Forest in western Oregon, USA. Regressions of TM band transformations were used to estimate forest survival. Single-date TM 4/5 accounted for 73% (P 0.0001) of the variation in post-burn canopy cover, whereas the TM difference (by ratio) imagery with stratification by pre-fire tasseled cap (TC) wetness explained 78% (P 0.0001). Verification of the best models using additional data in observed versus predicted post-burn canopy cover confirmed these results. The pre-fire landscape had a matrix of closed mature/old-growth stands comprising 77% of the area. After the burn, the early seral/rock stage expanded, the open mature/old-growth sta...","John D. Kushla,J. D. Kushla,William J. Ripple,W. J. Ripple",International Journal of Remote Sensing,1998
10.1007/s11258-007-9362-1,,,Post-fire natural regeneration of a Pinus pinaster forest in NW Spain,"The aim of this study was to analyse the regeneration of Pinus pinaster after wildfire and the possible inter and intraspecific competition during the first 3 years after fire. The study area is located in a P. pinaster stand in Leon province (NW Spain). Three study sites (S1, S2 and S3) were established in an area burned in 1998. In each site, three permanent plots (20 × 1 m) were marked. A total of 20 quadrats of 1 m 2 were studied in each plot. The number and height of pine seedlings 1, 2 and 3 years after fire was recorded in each quadrat. The regeneration of understorey vegetation in the quadrats was analysed concurrently. The significance of linear correlations among the number and height of seedlings and understorey vegetation cover was tested by calculating Pearson correlation coefficients.Seed germination and seedling emergence took place massively during the first year after the fire and decreased through time. The height growth was constant over the 3 years at site S2, while a growth burst could be observed between years 2 and 3 at sites S1 and S2. Also, pines from site S2 reached shorter maximum heights in all years compared to pines from site S1 and S3. The understorey vegetation showed minimal regeneration during the first year but then increased greatly with time. Woody understorey cover and total vegetation cover were negatively correlated with pine seedling density in sites with a high number of seedlings (e.g. S1 and S3). When woody cover, total cover and pine seedling density were low (e.g. S2), there were no correlations. There was a positive correlation between vegetation cover and the maximum height of Pinus seedlings in all study sites.","Leonor Calvo,Leonor Calvo,S. Santalla,Sara Santalla,Sara Santalla,L. Valbuena,L. Valbuena,Elena Marcos,Elena Marcos,Reyes Tárrega,Reyes Tárrega,E. Luis‐Calabuig,E. Luis-Calabuig",Plant Ecology,2008
10.1080/014311600750037570,,,Bias in land cover change estimates due to misregistration,"Land cover change may be overestimated due to positional error in multi-temporal images. To assess the potential magnitude of this bias, we introduced random positional error to identical classified images and then subtracted them. False land cover change ranged from less than 5% for a 5-class AVHRR classification, to more than 33% for a 20-class Landsat TM classification. The potential for false change was higher with more classes. However, false change could not be reliably estimated simply by number of classes, since false change varied significantly by simulation trial when class size remained constant. Registration model root mean squared (rms) error may underestimate the actual image co-registration asccuracy. In simulations with 5 to 50 ground control locations, the mean model rms error was always less than the actual population rms error. The model rms error was especially unreliable when small sample sizes were used to develop second order rectification models. We introduce a bootstrap resampling...","David L. Verbyla,David Verbyla,Stephen Boles,Stephen Boles",International Journal of Remote Sensing,2000
10.1016/s0378-1127(99)00301-1,,,Shelterwood harvesting in root-disease infected stands — post-harvest soil disturbance and compaction,,"H.J Quesnel,H.J Quesnel,Michael Curran,M.P Curran",Forest Ecology and Management,2000
10.1016/0022-4898(94)90001-9,,,Environmental aspects of machine traffic,,"Iwan Wästerlund,Iwan Wästerlund",Journal of Terramechanics,1994
10.1080/014311600210858,,,Using Landsat TM data to estimate carbon release from burned biomass in an Alaskan spruce forest complex,"Fire disturbance in boreal forests can release carbon to the atmosphere stored in both the aboveground vegetation and the organic soil layer. Estimating pyrogenic emissions of carbon released during biomass burning in these forests is useful for understanding and estimating global carbon budgets. In this work, we have developed a method to estimate carbon efflux for the burned black spruce in an Alaskan forest by combining information derived from Landsat Thematic Mapper (TM) data and field measurements. We have used the spatial and spectral information of TM data to identify and measure two important factors: pre-burn black spruce density and burn severity. Field measurements provided estimates of aboveground and ground layer carbon per unit area for the pre-burn Landsat spectral classes, and percentage of carbon consumed for the post-burn Landsat spectral classes. Carbon release estimates for the burned black spruce were computed using field data and the co-occurrence of the pre-burn and post-burn spect...","Jeffery L. Michalek,J. L. Michalek,J. L. Michalek,Jeffery L. Michalek,N. H. F. French,Nancy H. F. French,E. S. Kasischke,Eric S. Kasischke,Richard D. Johnson,R. D. Johnson,John E. Colwell,John E. Colwell,J. E. Colwell",International Journal of Remote Sensing,2000
10.1071/wf07151,,,Are wildfires a disaster in the Mediterranean basin? – A review,"Evolutionary and paleoecological studies suggest that fires are natural in the Mediterranean basin. However, the important increase in the number of fires and area burned during the 20th century has created the perception that fires are disasters. In the present paper, we review to what extent fires are generating ecological disasters in the Mediterranean basin, in view of current fire regimes and the long-term human pressure on the landscapes. Specifically, we review studies on post-fire plant regeneration and soil losses. The review suggests that although many Mediterranean ecosystems are highly resilient to fire (shrublands and oak forest), some are fire-sensitive (e.g. pine woodlands). Observed erosion rates are, in some cases, relatively high, especially in high fire severity conditions. The sensitive ecosystems (in the sense of showing strong post-fire vegetation changes and soil losses) are mostly of human origin (e.g. extensive pine plantations in old fields). Thus, although many Mediterranean basin plants have traits to cope with fire, a large number of the ecosystems currently found in this region are strongly altered, and may suffer disasters. Post-fire disasters are not the rule, but they may be important under conditions of previous human disturbances.","Juli G. Pausas,Juli G. Pausas,Joan Campanyà,Joan Llovet,Anselm Rodrigo,Anselm Rodrigo,V. Ramón Vallejo,Ramon Vallejo",International Journal of Wildland Fire,2008
10.1016/j.rse.2011.07.021,,,Synergies between VSWIR and TIR data for the urban environment: An evaluation of the potential for the Hyperspectral Infrared Imager (HyspIRI) Decadal Survey mission,,"Dar A. Roberts,Dar A. Roberts,Dale A. Quattrochi,Dale A. Quattrochi,Dale A. Quattrochi,Glynn Hulley,Glynn C. Hulley,Simon J. Hook,Simon J. Hook,Robert O. Green,Robert O. Green",Remote Sensing of Environment,2012
10.1007/bf00031911,,,GEMI: a non-linear index to monitor global vegetation from satellites,"Knowledge about the state, spatial distribution and temporal evolution of the vegetation cover is of great scientific and economic value. Satellite platforms provide a most convenient tool to observe the biosphere globally and repetitively, but the quantitative interpretation of the observations may be difficult. Reflectance measurements in the visible and near-infrared regions have been analyzed with simple but powerful indices designed to enhance the contrast between the vegetation and other surface types, however, these indices are rather sensitive to atmospheric effects. The ‘correction’ of satellite data for atmospheric effects is possible but requires large data sets on the composition of the atmosphere. Instead, we propose a new vegetation index which has been designed specifically to reduce the relative effects of these undesirable atmospheric perturbations, while maintaining the information about the vegetation cover.","B. Pinty,Bernard Pinty,M. M. Verstraete,Michel M. Verstraete",Plant Ecology,1992
10.1016/j.isprsjprs.2013.02.016,,,Sensitivity of spectral reflectance values to different burn and vegetation ratios: A multi-scale approach applied in a fire affected area,,"Magdalini Pleniou,Magdalini Pleniou,Nikos Koutsias,Nikos Koutsias",Isprs Journal of Photogrammetry and Remote Sensing,2013
10.4996/fireecology.1102012,,,Calibration and Validation of Immediate Post-Fire Satellite-Derived Data to Three Severity Metrics,"Since 2007, the USDA Forest Service’s Remote Sensing Applications Center (RSAC) has been producing fire severity data within the first 30 to 45 days after wildfire containment (i.e., initial assessments [IA]), for wildfires that occur on USDA Forest Service managed lands, to support post-fire management actions. Satellite image-derived map products are produced using calibrations of the relativized differenced normalized burn ratio (RdNBR) to the Composite Burn Index (CBI), percent change in tree basal area (BA), and percent change in canopy cover (CC). Calibrations for extended assessments (EA) based upon one-year post-fire images have previously been published. Given that RdNBR is sensitive to ash cover, which declines with time since fire, RdNBR values that represent total mortality can be different immediately post fire compared with one year post fire. Therefore, new calibrations are required for IAs. In this manuscript, we describe how we modified the EA calibrations to be used for IAs using an adjustment factor to account for changes in ash cover computed through regression of IA and EA RdNBR values. We evaluate whether the accuracy of IA and EA maps are significantly different using ground measurements of live and dead trees, and CBI taken one year post fire in 11 fires in the Sierra Nevada and northwestern California. We compare differences between error matrices using Z-tests of Kappa statistics and differences between mean plot values in mapped categories using Generalized Linear Models (GLM). We also investigate whether map accuracy is dependent upon plot distance from boundaries delineating mapped categories. The IAs and EAs produced similarly accurate broad-scale estimates of tree mortality. Between IAs and EAs of each severity metric, the Kappa statistics of error matrices were not significantly different (P > 0.674) nor were mean plot values within mapped categories (P > 0.077). Plots  92.3 % of the time, regardless of IA or EA.","Jay D. Miller,Jay D. Miller,Brad Quayle,Brad Quayle",Fire Ecology,2015
10.1139/x02-051,,,Process and patterns of duff consumption in the mixedwood boreal forest,"Postfire tree recruitment in the boreal forest is restricted to patches from which the duff (organic layer) has been removed by fire. Duff consumption occurs by smoldering combustion, propagation of which is determined by bulk density, moisture content, and depth. This study investigated interactions among these factors, their spatial distribution, and spatial patterns of duff consumption in two wildfires. A hypothesized positive relationship between moisture content and depth was supported by a laboratory study. Duff characteristic data were collected from two burns and comparable unburned areas of mixedwood forest in western Canada to describe and explain patterns of duff consumption within and between top-slope Pinus banksiana Lamb.  Picea mariana (Mill.) BSP stands and lower slope pure stands of Picea mariana on glaciofluvial hillslopes. In unburned stands, bulk density did not differ significantly between stands, while depths were significantly greater in Picea stands. With moist duff, consumption w...","Kiyoko Miyanishi,K. Miyanishi,Edward A. Johnson,Edward A. Johnson",Canadian Journal of Forest Research,2002
10.1071/wf15082,,,Limitations and utilisation of Monitoring Trends in Burn Severity products for assessing wildfire severity in the USA,"The Monitoring Trends in Burn Severity project is a comprehensive fire atlas for the United States that includesperimetersandseveritydataforallfiresgreaterthanaparticularsize(,400hainthewesternUS,and,200hain the eastern US). Although the database was derived for management purposes, the scientific community has expressed interest in its research capacity. As with any derived data, it is critical to understand inherent limitations to maximise the utility of the dataset without compromising the inferences. The classified severity product in particular is of limited use to research due to a lack of both consistency in developing class thresholds and empirical relationships with ecological metrics. Here we review the products available and their development process, and characterise and quantify the limitations of the classified burn severity data product based on the use of highly variable and subjective classification thresholds. We suggest a framework for overcoming these limitations by developing a more robust classified product that will support ecological management and applications. This framework utilises field data to develop consistent, ecologically based thresholds that incorporate existing ecoregion classifications from LANDFIRE or other fire management frameworks already widely integrated into planning efforts. Additional keywords: dNBR, Landsat, MTBS, RdNBR.","Crystal A. Kolden,Crystal A. Kolden,Alistair M. S. Smith,Alistair M. S. Smith,John T. Abatzoglou,John T. Abatzoglou",International Journal of Wildland Fire,2015
10.1007/s10021-003-0134-z,,,"Fire Severity in Conifer Forests of the Sierra Nevada, California","Natural disturbances are an important source of environmental heterogeneity that have been linked to species diversity in ecosystems. However, spatial and temporal patterns of disturbances are often evaluated separately. Consequently, rates and scales of existing disturbance processes and their effects on biodiversity are often uncertain. We have studied both spatial and temporal patterns of contemporary fires in the Sierra Nevada Mountains, California, USA. Patterns of fire severity were analyzed for conifer forests in the three largest fires since 1999. These fires account for most cumulative area that has burned in recent years. They burned relatively remote areas where there was little timber management. To better characterize high-severity fire, we analyzed its effect on the survival of pines. We evaluated temporal patterns of fire since 1950 in the larger landscapes in which the three fires occurred. Finally, we evaluated the utility of a metric for the effects of fire suppression. Known as Condition Class it is now being used throughout the United States to predict where fire will be uncharacteristically severe. Contrary to the assumptions of fire management, we found that high-severity fire was uncommon. Moreover, pines were remarkably tolerant of it. The wildfires helped to restore landscape structure and heterogeneity, as well as producing fire effects associated with natural diversity. However, even with large recent fires, rates of burning are relatively low due to modern fire management. Condition Class was not able to predict patterns of high-severity fire. Our findings underscore the need to conduct more comprehensive assessments of existing disturbance regimes and to determine whether natural disturbances are occurring at rates and scales compatible with the maintenance of biodiversity.","Dennis C. Odion,Dennis C. Odion,Chad T. Hanson,Chad T. Hanson",Ecosystems,2006
10.5424/fs/2009183-01070,,,Combining spectral mixture analysis and object-based classification for fire severity mapping,"Este estudio presenta una metodologia rapida y precisa para la evaluacion de los niveles de severidad que afectan a grandes incendios forestales. El trabajo combina un modelo de mezclas espectrales y un analisis de imagenes basado en objetos con el objetivo de cartografiar distintos niveles de severidad (alto, moderado y bajo) empleando una imagen multiespectral Landsat Enhanced Thematic Mapper. Este modelo es testado en un gran incendio forestal ocurrido en el noroeste de Espana. Las imagenes fraccion obtenidas tras aplicar el modelo de mezclas a la imagen Landsat fueron utilizadas como datos de entrada en el analisis basado en objetos. En este se llevo a cabo una segmentacion multinivel y una posterior clasificacion usando funciones de pertenencia. Esta metodologia fue comparada con otras mas simples con el fin de evaluar su conveniencia a al hora de distinguir entre los tres niveles de severidad anteriormente mencionados. El test de McNemar fue empleado para evaluar la significancia estadistica de la diferencia entre los metodos testados en el estudio. El metodo combinado alcanzo la mas alta precision con un 97,32% y un indice Kappa del 95,96%, ademas de mejorar la precision de los niveles individualmente.","O. Fernández‐Manso,O. Fernández-Manso,O. Fernández-Manso,Dar A. Roberts,Carmen Quintano,Alfonso Fernández–Manso,Alfonso Fernández-Manso",Forest Systems,2009
10.1016/0034-4257(93)90020-x,,,"Green vegetation, nonphotosynthetic vegetation, and soils in AVIRIS data",,"Dar A. Roberts,Dar A. Roberts,Matthew D. Smith,Milton O. Smith,John B. Adams,John B. Adams",Remote Sensing of Environment,1993
10.1016/s0034-4257(02)00096-2,,,Overview of the radiometric and biophysical performance of the MODIS vegetation indices,,"Alfredo Huete,Alfredo Huete,Kamel Didan,Kamel Didan,Tomoaki Miura,Tomoaki Miura,E. Rodríguez,E. P. Rodriguez,Xiang Gao,Xiang Gao,Laerte Guimarães Ferreira,Laerte Guimarães Ferreira",Remote Sensing of Environment,2002
10.1016/j.rse.2009.01.007,,,"Summary of Current Radiometric Calibration Coefficients for Landsat MSS, TM, ETM+, and EO-1 ALI Sensors","article i nfo This paper provides a summary of the current equations and rescaling factors for converting calibrated Digital Numbers (DNs) to absolute units of at-sensor spectral radiance, Top-Of-Atmosphere (TOA) reflectance, and at-sensor brightness temperature. It tabulates the necessary constants for the Multispectral Scanner (MSS), Thematic Mapper (TM), Enhanced Thematic Mapper Plus (ETM+), and Advanced Land Imager (ALI) sensors. These conversions provide a basis for standardized comparison of data in a single scene or between images acquired on different dates or by different sensors. This paper forms a needed guide for Landsat data users who now have access to the entire Landsat archive at no cost.","Gyanesh Chander,Gyanesh Chander,Brian L. Markham,Brian L. Markham,Dennis L. Helder,Dennis L. Helder",Remote Sensing of Environment,2009
10.1071/wf04010,,,Comparison of burn severity assessments using Differenced Normalized Burn Ratio and ground data,"Burn severity can be mapped using satellite data to detect changes in forest structure and moisture content caused by fires. The 2001 Leroux fire on the Coconino National Forest, Arizona, burned over 18 pre- existing permanent 0.1 ha plots. Plots were re-measured following the fire. Landsat 7 ETM+ imagery and the Differenced Normalized Burn Ratio (� NBR) were used to map the fire into four severity levels immediately following the fire (July 2001) and 1 year after the fire (June 2002). Ninety-two Composite Burn Index (CBI) plots were compared to the fire severity maps. Pre- and post-fire plot measurements were also analysed according to their imagery classification. Ground measurements demonstrated differences in forest structure. Areas that were classified as severely burned on the imagery were predominantly Pinus ponderosa stands. Tree density and basal area, snag density and fine fuel accumulation were associated with severity levels. Tree mortality was not greatest in severely burned areas, indicating that theNBR is comprehensive in rating burn severity by incorporating multiple forest strata. While theNBR was less accurate at mapping perimeters, the method was reliable for mapping severely burned areas that may need immediate or long-term post-fire recovery.","Allison E. Cocke,Allison E. Cocke,Peter Z. Fulé,Peter Z. Fulé,Joseph E. Crouse,Joseph E. Crouse",International Journal of Wildland Fire,2005
10.1109/36.103288,,,The least-squares mixing models to generate fraction images derived from remote sensing multispectral data,"Constrained-least-squares (CLS) and weighted-least-squares (WLS) mixing models for generating fraction images derived from remote sensing multispectral data are presented. An experiment considering three components within the pixels-eucalyptus, soil (understory), and shade-was performed. The generated fraction images for shade (shade image) derived from these two methods were compared by considering the performance and computer time. The derived shade images are related to the observed variation in forest structure, i.e. the fraction of inferred shade in the pixel is related to different eucalyptus ages. >","Y. E. Shimabukuro,Yosio Edemir Shimabukuro,James A. Smith,J.A. Smith,James Alan Smith",IEEE Transactions on Geoscience and Remote Sensing,1991
10.1071/wf07106,,,"Beyond Landsat: a comparison of four satellite sensors for detecting burn severity in ponderosa pine forests of the Gila Wilderness, NM, USA","Methods of remotely measuring burn severity are needed to evaluate the ecological and environmental impacts of large, remote wildland fires. The challenges that were associated with the Landsat program highlight the need to evaluate alternative sensors for characterising post-fire effects. We compared statistical correlations between 55 Composite Burn Index field plots and spectral indices from four satellite sensors varying in spatial and spectral resolution on the 2003 Dry Lakes Fire in the Gila Wilderness, NM. Where spectrally feasible, burn severity was evaluated using the differenced Enhanced Vegetation Index (dEVI), differenced Normalised Difference Vegetation Index (dNDVI) and the differenced Normalised Burn Ratio (dNBR). Both the dEVI derived from Quickbird and the dNBR derived from the Advanced Spaceborne Thermal Emission and Reflection Radiometer (ASTER) showed similar or slightly improved correlations over the dNBR derived from Landsat Thematic Mapper data (R 2 ¼0.82, 0.84, and 0.78 respectively). The relativelycoarseresolutionMODIS-derivedNDVIimagewasweaklycorrelatedwithgrounddata(R 2 ¼0.38).Ourresults","Zachary A. Holden,Zachary A. Holden,Penelope Morgan,Penelope Morgan,Alistair M. S. Smith,Alistair M. S. Smith,Lee A. Vierling,Lee A. Vierling",International Journal of Wildland Fire,2010
10.1080/01431160110053185,,,An evaluation of different bi-spectral spaces for discriminating burned shrub-savannah,"We report on the numerical separation of burned and unburned vegetation classes using different bi-spectral spaces, based on the analysis of spectroradiometric data collected in situ and convolved to five spectral bands at red to mid-infrared (MIR) wavelengths. A combination of two MIR bands was found to have strong spectral separation of burned and unburned samples. Using these bands, a spectral index was formulated which is highly sensitive to spectral changes due to burning and relatively insensitive to intrinsic variability. Results have implications for the remote sensing of burned shrub-savannah using bands available on high- and low-spatial resolution sensors, in particular, Landsat TM and MODIS.","Simon N. Trigg,S. Trigg,S. Flasse,S. Flasse",International Journal of Remote Sensing,2001
